Symbol,Name,Price_Intraday,Change,Percentage_Change
ERII,"Energy Recovery, Inc.",10.02,-0.02,-0.2
ANTE,AirNet Technology Inc.,1.12,-0.04,-3.45
PNRL,Paringa Resources Limited,,,0
LJPC,La Jolla Pharmaceutical Company,3.57,-0.2,-5.31
GLBS,Globus Maritime Limited,7.48,0.12,1.63
TENX,"Tenax Therapeutics, Inc.",0.942134,0.068134,7.8
EYEG,"EyeGate Pharmaceuticals, Inc.",3.31,-0.08,-2.36
PHCF,"Puhui Wealth Investment Management Co., Ltd.",2.69,-0.02,-0.74
GLACR,Greenland Acquisition Corporati,50.34,1.93,3.99
GAIA,"Gaia, Inc.",10.54,-0.08,-0.75
ETTX,Entasis Therapeutics Holdings Inc.,1.67,-0.03,-1.76
ANSS,"ANSYS, Inc.",336.8,8.45,2.57
LAZY,"Lazydays Holdings, Inc.",15.75,-0.71,-4.31
APXT,Apex Technology Acquisition Corporation,10.16,0,0
BOTZ,Global X Robotics & Artificial Intelligence ETF,29.86,-0.07,-0.23
FVCB,"FVCBankcorp, Inc.",12.06,-0.34,-2.74
CME,CME Group Inc.,150.59,0.14,0.09
SONO,"Sonos, Inc.",16.07,-0.16,-0.99
FMBIP,"First Midwest Bancorp, Inc.",27.26,-0.04,-0.15
GVP,"GSE Systems, Inc.",1.02,-0.01,-0.97
TARS,"Tarsus Pharmaceuticals, Inc.",25.2,-1.76,-6.53
AMAG,"AMAG Pharmaceuticals, Inc.",13.72,0.03,0.22
EWJE,iShares MSCI Japan Equal Weighted ETF,35.8066,0.2635,0.74
CNSP,"CNS Pharmaceuticals, Inc.",2.16,0.32,17.39
CNTY,"Century Casinos, Inc.",5.46,0,0
TGA,TransGlobe Energy Corporation,0.4298,0.0097,2.31
LSBK,"Lake Shore Bancorp, Inc.",11.71,-0.14,-1.18
CUE,"Cue Biopharma, Inc.",11.12,-0.75,-6.32
AQB,"AquaBounty Technologies, Inc.",3.96,-0.16,-3.88
BLBD,Blue Bird Corporation,11.82,-0.06,-0.51
YSACU,Yellowstone Acquisition Co,10.09,0.04,0.4
DGRW,WisdomTree U.S. Quality Dividend Growth Fund,51.01,-0.01,-0.02
CLSK,"CleanSpark, Inc.",9.03,-0.27,-2.9
MTEM,"Molecular Templates, Inc.",8.56,-2.3,-21.18
VXRT,"Vaxart, Inc.",5.12,-0.19,-3.58
TPIC,"TPI Composites, Inc.",41.48,4.04,10.79
EFAS,Global X MSCI SuperDividend EAFE ETF,12.22,0.07,0.58
LUXAU,Lux Health Tech Acquisition Corp.,10.42,0.06,0.58
WLDN,"Willdan Group, Inc.",35.07,4.34,14.12
BROG,Brooge Holdings Limited,8.62,-0.43,-4.75
AMHC,Amplitude Healthcare Acquisition Corporation,9.84,0,0
VCEL,Vericel Corporation,22.48,0.75,3.45
IBB,iShares Nasdaq Biotechnology ETF,137.74,-2.89,-2.06
ALGM,ALLEGRO MICROSYSTEMS INC,24,1.25,5.49
SMMCU,South Mountain Merger Corp.,13.31,0.06,0.45
MACUU,Mallard Acquisition Corp.,10,0.07,0.7
ABCM,Abcam PLC,20.09,0.38,1.93
SJ,Scienjoy Holding Corporation,6.2,0.0585,0.95
QMCO,Quantum Corporation,4.65,-0.13,-2.72
CLMT,"Calumet Specialty Products Partners, L.P.",3.12,-0.52,-14.29
VBFC,Village Bank and Trust Financial Corp.,29.62,0,0
AGND,WisdomTree Negative Duration U.S. Aggregate Bond Fund,38.125,0.165,0.43
TDACU,Trident Acquisitions Corp.,10.82,0,0
KDNY,"Chinook Therapeutics, Inc.",14.27,-0.62,-4.16
QELLU,Qell Acquisition Corp.,10.14,0.02,0.2
CCCC,"C4 Therapeutics, Inc.",26.97,1.12,4.33
GNPX,"Genprex, Inc.",3.14,-0.04,-1.26
AIA,iShares Asia 50 ETF,79.8,-0.42,-0.52
VERU,Veru Inc.,2.48,-0.02,-0.8
ABST,,11.79,-0.35,-2.88
VTHR,Vanguard Russell 3000 Index Fund ETF Shares,160.11,-0.29,-0.18
DMTK,"DermTech, Inc.",13.73,-0.09,-0.65
MCEP,"Mid-Con Energy Partners, LP",2.11,-0.16,-7.05
ORSNU,Orisun Acquisition Corp.,10.5,-0.3,-2.78
TEUM,Pareteum Corporation,0.6519,-0.0006,-0.09
LULU,Lululemon Athletica Inc.,343.8,-3.38,-0.97
SOHOO,Sotherly Hotels Inc.,6.34,0.34,5.67
TMCXW,Trinity Merger Quote,43.28,0.01,0.02
SFST,"Southern First Bancshares, Inc.",27.08,-1.22,-4.31
CRZO,"Carrizo Oil & Gas, Inc.",7.83,-0.42,-5.09
FITBP,Fifth Third Bancorp,26.78,-0.1,-0.37
FDUSL,Fidus Investment Corporation - ,25.055,0.055,0.22
JOBS,"51job, Inc.",73.5,0.76,1.04
MIND,"Mitcham Industries, Inc.",2.01,-0.03,-1.47
BIOL,"BIOLASE, Inc.",0.2709,0.0008,0.3
SBNY,Signature Bank,76.01,-2.43,-3.1
AHPI,"Allied Healthcare Products, Inc.",4.64,-0.07,-1.49
PEP,"PepsiCo, Inc.",138.38,0.33,0.24
GTH,Genetron Holdings Limited,9.84,0.4,4.24
SOHON,Sotherly Hotels Inc.,6.06,0.06,1
RAVN,"Raven Industries, Inc.",22.81,-0.41,-1.77
ICON,"Iconix Brand Group, Inc.",0.63,-0.0095,-1.49
GLAC,Greenland Acquisition Corporation,4.54,-0.11,-2.37
DSACU,Duddell Street Acquisition Corp.,9.89,-0.01,-0.1
PDBC,Invesco Optimum Yield Diversified Commodity Strategy No K-1 ETF,13.66,-0.05,-0.36
KRMA,Global X Conscious Companies ETF,25.4,-0.23,-0.9
ABIO,"ARCA biopharma, Inc.",3.95,-0.04,-1
SONA,"Southern National Bancorp of Virginia, Inc.",9.94,-0.19,-1.88
MCHI,iShares MSCI China ETF,82.81,0.45,0.55
VISL,"Vislink Technologies, Inc.",1.3,0.06,4.84
CRNX,"Crinetics Pharmaceuticals, Inc.",12.66,-0.81,-6.01
ERESU,East Resources Acquisition Company,9.95,0.04,0.4
TC,TuanChe Limited,3.17,-0.07,-2.16
ARTL,"Artelo Biosciences, Inc.",0.5612,0.0738,15.14
CETX,"Cemtrex, Inc.",1.09,0.04,3.81
HYLS,First Trust Tactical High Yield ETF,47.85,-0.01,-0.02
ROSE,Rosehill Resources Inc.,0.363,0,0
LE,"Lands' End, Inc.",15.82,-1.03,-6.11
ECHO,"Echo Global Logistics, Inc.",28.52,-0.05,-0.18
PFHD,Professional Holding Corp.,13.34,-0.38,-2.77
ASMB,"Assembly Biosciences, Inc.",4.87,-11.03,-69.37
KSMTU,Kismet Acquisition One Corp,10.05,0.06,0.6
TAIT,Taitron Components Incorporated,2.54,0.04,1.6
CMCTP,CIM Commercial Trust Corporation,24.9,0,0
VMACU,Vistas Media Acquisition Company Inc.,10.01,-0.06,-0.6
ITRM,Iterum Therapeutics plc,0.499,-0.001,-0.2
HUGE,FSD Pharma Inc.,1.52,0.08,5.56
JSML,Janus Henderson Small Cap Growth Alpha ETF,52.4,-0.12,-0.23
RCM,R1 RCM Inc.,18.99,0.65,3.54
IPHA,Innate Pharma S.A.,4.15,0.035,0.85
OVBC,Ohio Valley Banc Corp.,21.02,-0.15,-0.71
ROSEU,Rosehill Resources Inc.,0.31,-0.002,-0.64
CCRC,"China Customer Relations Centers, Inc.",4.52,-0.1,-2.16
DCRBU,Decarbonization Plus Acquisition Corporation,9.984,0.014,0.14
CID,VictoryShares International High Div Volatility Wtd ETF,26.54,0.1181,0.45
WKEY,WISeKey International Holding AG,5.27,-0.2,-3.66
ACACU,Acies Acquisition Corp.,9.975,-0.025,-0.25
SIEB,Siebert Financial Corp.,3.61,-0.05,-1.37
FTAG,First Trust Indxx Global Agriculture ETF,22.393,0.1685,0.76
VRNT,Verint Systems Inc.,51.59,-1.97,-3.68
LCA,"Landcadia Holdings II, Inc.",13.44,0.02,0.15
EML,The Eastern Company,21.61,-0.38,-1.73
IUS,Invesco RAFI Strategic US ETF,28.13,-0.035,-0.12
CIL,VictoryShares International Volatility Wtd ETF,37.9641,-0.0559,-0.15
DPHC,DiamondPeak Holdings Corp.,18.21,-2.24,-10.95
CAPAU,HighCape Capital Acquisition Corp.,10,0,0
UIHC,United Insurance Holdings Corp.,4.36,-0.34,-7.23
OPGN,"OpGen, Inc.",2.12,-0.01,-0.47
ONCY,Oncolytics Biotech Inc.,2.18,-0.05,-2.24
OBLN,"Obalon Therapeutics, Inc.",0.9,0,0
INAP,Internap Corporation,0.085,-0.01,-10.53
LBC,Luther Burbank Corporation,9.64,-0.22,-2.23
RNLX,Renalytix AI plc,12.49,-0.26,-2.04
GTIM,Good Times Restaurants Inc.,1.25,-0.02,-1.57
TLT,iShares 20+ Year Treasury Bond ETF,159.41,-1.95,-1.21
RIDE,,17.89,-0.21,-1.16
EUCRU,Eucrates Biomedical Acquisition Corp.,10.0202,0.012,0.12
NAOV,"NanoVibronix, Inc.",0.57201,0.00221,0.39
FCSC,"Fibrocell Science, Inc.",,,0
FHTX,Foghorn Therapeutics Inc.,15.98,-0.02,-0.12
GXTG,Global X Thematic Growth ETF,39.54,1.0493,2.73
SSBI,Summit State Bank,13.25,0.19,1.45
PFM,Invesco Dividend Achievers ETF,31.35,0.04,0.13
AIHS,Senmiao Technology Limited,1.04,0.04,4
SRCL,"Stericycle, Inc.",73.51,-0.98,-1.32
NSEC,"The National Security Group, Inc.",11.66,0.79,7.27
DTEA,DAVIDsTEA Inc.,1.17,0.03,2.63
RAVE,"RAVE Restaurant Group, Inc.",0.6799,-0.0291,-4.1
TSEM,Tower Semiconductor Ltd.,22.28,0.05,0.22
SKYW,"SkyWest, Inc.",31.05,-0.24,-0.77
ESBK,Elmira Savings Bank,10.65,0.05,0.47
OBAS,Optibase Ltd.,9.94,-1.06,-9.64
PBPB,Potbelly Corporation,3.47,-0.35,-9.16
VTC,Vanguard Total Corporate Bond ETF ETF Shares,92.9,-0.15,-0.16
DNKN,"Dunkin' Brands Group, Inc.",106.11,0.05,0.05
EDUC,Educational Development Corporation,18.32,0.98,5.65
AMSC,American Superconductor Corporation,13.33,-1.3,-8.89
STIM,"Neuronetics, Inc.",6.85,0.25,3.79
OTEL,Otelco Inc.,11.46,-0.02,-0.17
SENEA,Seneca Foods Corporation,39,-0.96,-2.4
ZGNX,"Zogenix, Inc.",21.45,-0.16,-0.74
PLSE,"Pulse Biosciences, Inc.",12.15,0.14,1.17
ADRO,"Aduro BioTech, Inc.",14.595,0.585,4.18
XNCR,"Xencor, Inc.",37.89,-3.31,-8.03
CSA,VictoryShares US Small Cap Volatility Wtd ETF,45.02,-0.2537,-0.56
AMED,"Amedisys, Inc.",268.56,4.38,1.66
EQBK,"Equity Bancshares, Inc.",17.84,-0.87,-4.65
NRC,National Research Corporation,53.27,-1.73,-3.15
INTL,INTL FCStone Inc.,55.63,0.64,1.16
AMKR,"Amkor Technology, Inc.",12.705,-0.285,-2.19
RVEN,"Pacific Oak Residential Trust, Inc.",5.12,,
ADMP,Adamis Pharmaceuticals Corporation,0.7249,0.025,3.57
AGFS,"AgroFresh Solutions, Inc.",2.26,-0.09,-3.83
CLXT,"Calyxt, Inc.",3.49,-0.1,-2.79
TLND,Talend S.A.,42.17,-0.03,-0.07
AVCTW,American Virtual Cloud Tech Inc. Warrants,0.3056,0.0296,10.72
INSM,Insmed Incorporated,32.57,-1.7,-4.96
PLYA,Playa Hotels & Resorts N.V.,3.89,-0.16,-3.95
BCOV,Brightcove Inc.,12.97,-0.09,-0.69
CMLS,Cumulus Media Inc.,5.83,0.14,2.46
PFG,"Principal Financial Group, Inc.",41.37,-1.64,-3.81
NBL,"Noble Energy, Inc.",8.46,0,0
AMRS,"Amyris, Inc.",1.89,-0.24,-11.27
SREV,"ServiceSource International, Inc.",1.32,0,0
SITO,"SITO Mobile, Ltd.",0.04488,0.00488,12.2
PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,70.1149,-1.2238,-1.72
AMTB,Amerant Bancorp Inc.,10.33,-0.5,-4.62
THRM,Gentherm Incorporated,48.97,-0.53,-1.07
GSKY,"GreenSky, Inc.",4.22,-0.29,-6.43
OSTK,"Overstock.com, Inc.",67.33,-1.21,-1.77
CORE,"Core-Mark Holding Company, Inc.",31.13,-0.16,-0.51
IJT,iShares S&P Small-Cap 600 Growth ETF,95.58,-0.81,-0.84
USATP,"USA Technologies, Inc.",28,-2,-6.67
BRPAW,"Big Rock Partners Acquisition Corp. Warrant
",0.19,0,0
FVE,Five Star Senior Living Inc.,4.54,-0.17,-3.61
HYACU,Haymaker Acquisition Corp. II,10.27,0,0
FFHL,"Fuwei Films (Holdings) Co., Ltd.",5.05,0.6,13.48
TERP,"TerraForm Power, Inc.",19.35,0,0
WVVIP,"Willamette Valley Vineyards, Inc.",5.45,0,0
UFPT,"UFP Technologies, Inc.",44,0.88,2.04
CSSEN,Chicken Soup for the Soul Enter,25,0,0
ACAMW,Acamar Partners Acquisition Corp.,1.15,0.02,1.77
PNFP,"Pinnacle Financial Partners, Inc.",44.58,-0.71,-1.57
NAVI,Navient Corporation,9.25,-0.14,-1.49
ISHG,iShares 1-3 Year International Treasury Bond ETF,82.97,0.27,0.33
EBSB,"Meridian Bancorp, Inc.",11.78,-0.28,-2.32
LFTRU,Lefteris Acquisition Corp.,9.95,0.02,0.2
CETXP,"Cemtrex, Inc.",2.02,0.02,1
GRSVW,"Gores Holdings V, Inc.",1.08,-0.02,-1.82
PTEN,"Patterson-UTI Energy, Inc.",2.87,-0.03,-1.03
AROW,Arrow Financial Corporation,26.56,-1,-3.63
FOX,Fox Corporation,25.605,-0.765,-2.9
SPNS,Sapiens International Corporation N.V.,28.85,0.1,0.35
CABA,"Cabaletta Bio, Inc.",13.29,0.75,5.98
AMSWA,"American Software, Inc.",15.67,-0.42,-2.61
SASR,"Sandy Spring Bancorp, Inc.",25.3,-0.33,-1.29
MAR,"Marriott International, Inc.",103.89,2.98,2.95
IDXG,"Interpace Biosciences, Inc.",3.09,0.13,4.39
TWOU,"2U, Inc.",39.55,-0.15,-0.38
TRVN,"Trevena, Inc.",2.39,0.02,0.84
SIGA,"SIGA Technologies, Inc.",7.18,0.13,1.84
AMZN,"Amazon.com, Inc.",3311.37,-10.63,-0.32
ONTX,"Onconova Therapeutics, Inc.",0.259,-0.002,-0.77
GLACU,Greenland Acquisition Corporation,124.89,0,0
SCOR,"comScore, Inc.",1.94,-0.06,-3
NDLS,Noodles & Company,6.64,-0.15,-2.21
BCTG,BCTG Acquisition Corp.,10.16,0.11,1.09
SCON,Superconductor Technologies Inc.,0.9111,-0.0789,-7.97
HQY,"HealthEquity, Inc.",52.91,-0.43,-0.81
CMTL,Comtech Telecommunications Corp.,15.18,-0.4,-2.57
CEMI,"Chembio Diagnostics, Inc.",4.735,0.305,6.88
FMCIW,Forum Merger II Corporation WT EXP 093025,8.96,-0.45,-4.78
FMCIU,Forum Merger II Corporation,34.5,0,0
FYT,First Trust Small Cap Value AlphaDEX Fund,33.0406,-0.5694,-1.69
SLMBP,SLM Corporation,44.97,0.16,0.36
ESEA,Euroseas Ltd.,2.7,-0.01,-0.37
THCB,Tuscan Holdings Corp.,10.2,0.04,0.39
MRNS,"Marinus Pharmaceuticals, Inc.",13.42,-0.08,-0.59
MNCLW,Monocle Acquisition Corporation,0.4168,-0.0107,-2.5
ORGS,Orgenesis Inc.,4.49,-0.16,-3.44
CMCO,Columbus McKinnon Corporation,34.27,-0.5,-1.44
ZIXI,Zix Corporation,6.71,-0.48,-6.68
USXF,iShares ESG Advanced MSCI USA ETF,29.5247,0.0247,0.08
NODK,"NI Holdings, Inc.",16.51,-0.09,-0.54
DWAS,Invesco DWA SmallCap Momentum ETF,65.83,-0.35,-0.53
KLXE,"KLX Energy Services Holdings, Inc.",4.28,0,0
WINC,Western Asset Short Duration Income ETF,25.76,-0.06,-0.23
GMHI,"Gores Metropoulos, Inc.",10.28,0.04,0.39
WSG,Wanda Sports Group Company Limited,2.21,-0.01,-0.45
GT,The Goodyear Tire & Rubber Company,8.76,-0.52,-5.6
ZYNE,"Zynerba Pharmaceuticals, Inc.",3.73,0.02,0.54
GRSVU,"Gores Holdings V, Inc.",10,0,0
ZIONL,Zions Bancorporation N.A. - 6.9,27.47,-0.13,-0.47
PEGA,Pegasystems Inc.,126.6,2.91,2.35
NTLA,"Intellia Therapeutics, Inc.",28.06,-0.42,-1.47
STKL,SunOpta Inc.,7.21,-0.04,-0.55
HTLD,"Heartland Express, Inc.",18.45,-0.23,-1.23
SMMT,Summit Therapeutics plc,3.25,-0.03,-0.91
RNSC,First Trust Small Cap US Equity Select ETF,19.825,-0.2773,-1.38
KYMR,"Kymera Therapeutics, Inc.",43.95,0.24,0.55
MLND,"Millendo Therapeutics, Inc.",1.56,0,0
CGBD,"TCG BDC, Inc.",9.09,-0.21,-2.26
OFLX,"Omega Flex, Inc.",147.4,-5.7,-3.72
AAME,Atlantic American Corporation,2.03,-0.02,-0.98
BSMT,Invesco BulletShares 2029 Municipal Bond ETF,25.615,0.01,0.04
AAPL,Apple Inc.,118.69,-0.135,-0.11
ZUMZ,Zumiez Inc.,29.94,-0.57,-1.87
NBEV,New Age Beverages Corporation,3.24,0.24,8
MNRO,"Monro, Inc.",40.89,-0.66,-1.59
SAFT,"Safety Insurance Group, Inc.",70.14,-0.86,-1.21
ESTA,Establishment Labs Holdings Inc.,25.35,-0.15,-0.59
RCMT,"RCM Technologies, Inc.",1.35,-0.02,-1.46
TRUP,"Trupanion, Inc.",91.75,1.07,1.18
SAIA,"Saia, Inc.",165.31,-1.18,-0.71
MNTX,"Manitex International, Inc.",4.38,0.27,6.57
OPRX,OptimizeRx Corporation,21.47,-0.15,-0.69
OM,"Outset Medical, Inc.",48.67,-0.32,-0.65
QDEL,Quidel Corporation,283.45,1.65,0.59
MMAC,"MMA Capital Holdings, Inc.",25.95,-0.51,-1.93
NEOG,Neogen Corporation,71.05,-0.4,-0.56
FFIC,Flushing Financial Corporation,11.98,-0.67,-5.3
PACW,PacWest Bancorp,19.16,-0.55,-2.79
GOODO,Gladstone Commercial Corporation,39.3,-0.06,-0.15
ANIX,"Anixa Biosciences, Inc.",2.04,0.02,0.99
VUZI,Vuzix Corporation,3.93,-0.11,-2.72
BDSI,"BioDelivery Sciences International, Inc.",3.36,-0.32,-8.7
DWSN,Dawson Geophysical Company,1.73,-0.07,-3.89
GOODP,Gladstone Commercial Corporation,27.5766,-0.2034,-0.73
IOSP,Innospec Inc.,68.75,-1.56,-2.22
SVBI,"Severn Bancorp, Inc.",6.15,0.02,0.33
OPBK,OP Bancorp,6.54,-0.06,-0.91
CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,42.0711,-0.3788,-0.89
SUSC,iShares ESG USD Corporate Bond ETF,27.95,-0.09,-0.32
TXAC,Therapeutics Acquisition Corp,13,-0.03,-0.23
QQQ,Invesco QQQ Trust,294.61,0.22,0.07
XENT,"Intersect ENT, Inc.",17.08,-0.16,-0.93
GFED,"Guaranty Federal Bancshares, Inc.",14.26,-0.59,-3.97
ATOM,Atomera Incorporated,8.97,0.05,0.56
CRIS,"Curis, Inc.",1.12,-0.03,-2.61
FNHC,FedNat Holding Company,5.07,-0.02,-0.39
AXLA,Axcella Health Inc.,4.61,-0.14,-2.95
MNTA,"Momenta Pharmaceuticals, Inc.",52.48,0,0
AKRO,"Akero Therapeutics, Inc.",28.85,-0.2,-0.69
LGIH,"LGI Homes, Inc.",117.34,-5.85,-4.75
JCTCF,Jewett-Cameron Trading Company Ltd.,9.53,0.03,0.32
BRPAR,BR Partners Yield FIM C Priv,0.2,0,0
LTBR,Lightbridge Corporation,2.69,-0.1,-3.58
ABUS,Arbutus Biopharma Corporation,2.79,-0.08,-2.79
RUN,Sunrun Inc.,57.73,-0.27,-0.47
ABTX,"Allegiance Bancshares, Inc.",27.75,-0.52,-1.84
ENTX,Entera Bio Ltd.,1.13,0.04,3.67
SMMC,South Mountain Merger Corp.,12.4,0.24,1.97
TKKSU,Glory Star New Media Group Holdings Limited,0.2496,0.0095,3.96
BPFH,"Boston Private Financial Holdings, Inc.",5.95,-0.06,-1
CSII,"Cardiovascular Systems, Inc.",35.1,-0.9,-2.5
HMST,"HomeStreet, Inc.",30.87,-0.85,-2.68
MLAB,"Mesa Laboratories, Inc.",265.33,-2.66,-0.99
HOVNP,"Hovnanian Enterprises, Inc. PFD DEP1/1000A",7.11,0,0
PPH,VanEck Vectors Pharmaceutical ETF,63.36,-0.42,-0.66
HIMX,"Himax Technologies, Inc.",3.83,0.05,1.32
MLCO,Melco Resorts & Entertainment Limited,16.2,-0.26,-1.58
CELG,Celgene Corporation,,,0
HPJ,"Highpower International, Inc.",,,0
QLGN,"Qualigen Therapeutics, Inc.",3.88,-0.04,-1.02
SCPL,SciPlay Corporation,14.25,-0.39,-2.66
BSCS,Invesco BulletShares 2028 Corporate Bond ETF,23.29,-0.04,-0.17
CNDT,Conduent Incorporated,4.03,-0.09,-2.18
FARO,"FARO Technologies, Inc.",62.68,-1.73,-2.69
IBKR,"Interactive Brokers Group, Inc.",48.7,-0.55,-1.12
WTER,The Alkaline Water Company Inc.,1.49,0.15,11.19
GWPH,GW Pharmaceuticals plc,114.64,4.49,4.08
FLGT,"Fulgent Genetics, Inc.",40.02,1.3,3.36
EIDX,"Eidos Therapeutics, Inc.",72.71,-2.67,-3.54
NSTG,"NanoString Technologies, Inc.",40.77,1.77,4.54
CFIIU,CF Finance Acquisition Corp. II,9.87,0,0
WVE,Wave Life Sciences Ltd.,7.22,-0.05,-0.69
IEF,iShares 7-10 Year Treasury Bond ETF,120.5,-0.41,-0.34
INNT,"Innovate Biopharmaceuticals, Inc.",0.56,-0.142,-20.23
REKR,"Rekor Systems, Inc.",3.77,0.03,0.8
NTWK,"NetSol Technologies, Inc.",2.53,-0.06,-2.32
DOGZ,Dogness (International) Corporation,2.23,-0.15,-6.3
TTCF,,19.6,0.48,2.51
AHCO,AdaptHealth Corp.,30,0,0
SDGR,"Schrodinger, Inc.",52.95,-1.08,-2
KNSA,"Kiniksa Pharmaceuticals, Ltd.",15.25,-0.97,-5.98
HOLUW,Holicity Inc.,1,0.1,11.11
PEIX,"Pacific Ethanol, Inc.",6.74,-0.44,-6.13
OLD,The Long-Term Care ETF,25.84,-0.3581,-1.37
ARQT,"Arcutis Biotherapeutics, Inc.",18.25,-0.41,-2.2
RILY,"B. Riley Financial, Inc.",29.03,-0.91,-3.04
APPF,"AppFolio, Inc.",163.87,1.81,1.12
OPT,Opthea Ltd,12.8,-0.0218,-0.17
YGYI,"Youngevity International, Inc.",0.5667,-0.0282,-4.74
SBBX,SB One Bancorp,18.51,-0.83,-4.29
PTON,"Peloton Interactive, Inc.",125.46,-1.17,-0.92
HSON,"Hudson Global, Inc.",9.67,0.07,0.73
VTGN,"VistaGen Therapeutics, Inc.",0.675,-0.0066,-0.97
ADES,"Advanced Emissions Solutions, Inc.",4.5,-0.08,-1.75
PHAS,"PhaseBio Pharmaceuticals, Inc.",3.35,0.05,1.52
EIGR,"Eiger BioPharmaceuticals, Inc.",10.31,1.27,14.05
LNGR,Global X Longevity Thematic ETF,26.15,-0.26,-0.98
REGN,"Regeneron Pharmaceuticals, Inc.",578.03,-10.78,-1.83
CCRN,"Cross Country Healthcare, Inc.",7.35,-0.5,-6.37
TW,Tradeweb Markets Inc.,61.68,0.89,1.46
CEVA,"CEVA, Inc.",42.12,-1.45,-3.33
CAMP,CalAmp Corp.,7.82,-0.22,-2.74
FB,"Facebook, Inc.",293.41,-1.27,-0.43
TZAC,Tenzing Acquisition Corp.,10.87,-0.01,-0.09
SLP,"Simulations Plus, Inc.",74.99,1.21,1.64
EVFM,"Evofem Biosciences, Inc.",2.45,-0.03,-1.21
SUSL,iShares ESG MSCI USA Leaders ETF,60.7199,-0.0776,-0.13
GAINL,Gladstone Investment Corporation,24.57,-0.21,-0.85
LXRX,"Lexicon Pharmaceuticals, Inc.",1.07,-0.03,-2.73
JAKK,"JAKKS Pacific, Inc.",4.75,0.07,1.5
CENX,Century Aluminum Company,7.26,0.17,2.4
PTRS,Partners Bancorp,5.02,-0.09,-1.76
MUDS,Mudrick Capital Acquisition Corporation,12.65,1.6,14.48
GGAL,Grupo Financiero Galicia S.A.,7.61,0.09,1.2
DOX,Amdocs Limited,58.02,0.5,0.87
ATNI,"ATN International, Inc.",46.93,-0.67,-1.41
AVRO,"AVROBIO, Inc.",14.69,-0.22,-1.48
YTEN,"Yield10 Bioscience, Inc.",5.94,0.3,5.32
HRTX,"Heron Therapeutics, Inc.",16.42,-0.83,-4.81
SPPI,"Spectrum Pharmaceuticals, Inc.",3.5,-0.08,-2.23
JAGX,"Jaguar Health, Inc.",0.2059,0.0049,2.44
BSGM,"BioSig Technologies, Inc.",3.27,-0.12,-3.54
BSJO,Invesco BulletShares 2024 High Yield Corporate Bond ETF,24.52,-0.01,-0.04
NCNO,"nCino, Inc.",76.75,-0.92,-1.18
RETA,"Reata Pharmaceuticals, Inc.",131.89,3.6,2.81
DXCM,"DexCom, Inc.",361.32,6.21,1.75
NUAN,"Nuance Communications, Inc.",34.47,0.16,0.47
CFO,VictoryShares US 500 Enhanced Volatility Wtd ETF,57.7741,-0.0059,-0.01
SMCP,AlphaMark Actively Managed Small Cap ETF,22.5662,-0.1626,-0.72
MEET,"The Meet Group, Inc.",6.29,0,0
EPSN,Epsilon Energy Ltd.,3.25,0.09,2.85
WTREP,Watford Holdings Ltd.,25,0,0
PFBI,"Premier Financial Bancorp, Inc.",12.05,-0.88,-6.81
OSW,OneSpaWorld Holdings Limited,6.34,-0.15,-2.31
QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,92.21,0.15,0.16
IEUS,iShares MSCI Europe Small-Cap ETF,53.1,0.37,0.7
MRAM,"Everspin Technologies, Inc.",6.14,-1.86,-23.25
BCEL,"Atreca, Inc.",13.03,-0.46,-3.41
PAE,"Gores Holdings III, Inc.",8.43,0,0
EYEN,"Eyenovia, Inc.",3.39,0.05,1.5
PLMR,"Palomar Holdings, Inc.",98.65,1.05,1.08
GPP,Green Plains Partners LP,7.77,-0.27,-3.36
USMC,Principal U.S. Mega-Cap Multi-Factor Index ETF,33.48,0.04,0.12
RRR,"Red Rock Resorts, Inc.",21.035,-0.095,-0.45
DRIV,Global X Autonomous & Electric Vehicles ETF,19.34,0.04,0.21
CODX,"Co-Diagnostics, Inc.",14.44,-0.06,-0.41
OPCH,"Option Care Health, Inc.",15.64,-0.01,-0.06
FTGC,First Trust Global Tactical Commodity Strategy Fund,17.405,-0.025,-0.14
LKFN,Lakeland Financial Corporation,49.65,-1.02,-2.01
ISIG,"Insignia Systems, Inc.",0.9501,-0.02,-2.06
DFBHW,Healthcare Acquisitions Corp. Warrant ,0.2705,-0.0616,-18.55
GPRE,Green Plains Inc.,14.28,-0.3,-2.06
STNLU,Sentinel Energy Services Inc.,35.7081,0.0817,0.23
MRCY,"Mercury Systems, Inc.",69.83,-2.07,-2.88
UBOH,"United Bancshares, Inc.",20.13,0.03,0.15
STNLW,Sentinel Energy Services Inc WT,0.1599,-0.0101,-5.94
FIII,Forum Merger III Corporation,9.79,0.07,0.72
BKYI,"BIO-key International, Inc.",0.4195,-0.0005,-0.12
FGEN,"FibroGen, Inc.",41.28,-1.18,-2.78
PGJ,Invesco Golden Dragon China ETF,58.77,0.32,0.55
MDRRP,"Medalist Diversified REIT, Inc.",11.25,-1.05,-8.54
RILYO,"B. Riley Financial, Inc. - 6.75",24.56,-0.03,-0.12
SYNA,Synaptics Incorporated,82.84,0.34,0.41
TCBK,TriCo Bancshares,28.31,-0.86,-2.95
SFIX,"Stitch Fix, Inc.",37.44,0.32,0.86
MKGI,"Monaker Group, Inc.",2.03,-0.03,-1.46
