,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,priceAvg50,priceAvg200,avgVolume
514,SONA,"Southern National Bancorp of Virginia, Inc.",9.94,-1.88,-0.19,9.85,10.2,16.85,7.58,9.480857,9.2975,81598.0
515,MCHI,iShares MSCI China ETF,82.81,0.55,0.45,81.71,83.085,83.09,50.0,76.686,70.29421,3589803.0
516,VISL,"Vislink Technologies, Inc.",1.3,4.84,0.06,1.13,1.37,8.94,0.66,1.3425714,2.405214,2212564.0
517,CRNX,"Crinetics Pharmaceuticals, Inc.",12.66,-6.01,-0.81,12.55,13.56,26.67,10.63,14.642857,16.027786,119310.0
518,ERESU,East Resources Acquisition Company,9.95,0.4,0.04,9.9,9.98,11.02,9.86,10.009486,10.000027,97321.0
519,TC,TuanChe Limited,3.17,-2.16,-0.07,3.1,3.29,10.8,2.68,3.4611428,5.1875715,157303.0
520,ARTL,"Artelo Biosciences, Inc.",0.5612,15.14,0.0738,0.4821,0.5789,4.423,0.451,0.71302855,1.0631928,1466125.0
521,CETX,"Cemtrex, Inc.",1.09,3.81,0.04,1.02,1.12,3.75,0.6,1.0707428,1.2944785,1274873.0
522,HYLS,First Trust Tactical High Yield ETF,47.85,-0.02,-0.01,47.77,48.04,49.17,37.46,47.36457,46.769714,370495.0
523,ROSE,Rosehill Resources Inc.,0.363,0.0,0.0,0.3328,0.3657,1.73,0.0255,0.0347,0.382278,110353.0
524,LE,"Lands' End, Inc.",15.82,-6.11,-1.03,15.67,17.26,18.39,4.05,14.572857,10.579822,215470.0
525,ECHO,"Echo Global Logistics, Inc.",28.52,-0.18,-0.05,28.2225,29.01,30.52,14.17,27.154858,23.78,144548.0
526,PFHD,Professional Holding Corp.,13.34,-2.77,-0.38,13.34,13.89,20.63,9.628,13.614857,13.582643,43885.0
527,ASMB,"Assembly Biosciences, Inc.",4.87,-69.37,-11.03,4.79,6.3495,27.84,4.78,15.408571,19.622072,580076.0
528,KSMTU,Kismet Acquisition One Corp,10.05,0.6,0.06,10.0198,10.05,12.77,9.8,10.050743,10.004485,98035.0
529,TAIT,Taitron Components Incorporated,2.54,1.6,0.04,2.52,2.6211,3.99,2.02,2.3908572,2.4736428,20207.0
530,CMCTP,CIM Commercial Trust Corporation,24.9,0.0,0.0,24.9,24.9,30.25,22.08,24.730858,23.477499,7.0
531,VMACU,Vistas Media Acquisition Company Inc.,10.01,-0.6,-0.06,10.01,10.01,10.22,9.91,10.045829,10.015354,30470.0
532,ITRM,Iterum Therapeutics plc,0.499,-0.2,-0.001,0.471,0.5014,7.19,0.451,0.7678,1.4816142,5356307.0
533,HUGE,FSD Pharma Inc.,1.52,5.56,0.08,1.47,1.78,14.0,1.3,2.1979144,3.1439142,414420.0
534,JSML,Janus Henderson Small Cap Growth Alpha ETF,52.4,-0.23,-0.12,52.3,52.65,52.65,28.03,49.389973,46.49729,9746.0
535,RCM,R1 RCM Inc.,18.99,3.54,0.65,18.25,19.08,19.08,7.12,17.303572,13.793893,1543260.0
536,IPHA,Innate Pharma S.A.,4.15,0.85,0.035,4.15,4.2,8.24,3.3,4.0242,5.74255,15159.0
537,OVBC,Ohio Valley Banc Corp.,21.02,-0.71,-0.15,21.02,21.58,41.5,19.2,21.964,22.844929,4257.0
538,ROSEU,Rosehill Resources Inc.,0.31,-0.64,-0.002,0.29,0.3151,7.5,0.015,0.05,0.57527673,28284.0
539,CCRC,"China Customer Relations Centers, Inc.",4.52,-2.16,-0.1,4.52,4.73,10.99,3.32,4.6464,4.6557713,3276.0
540,DCRBU,Decarbonization Plus Acquisition Corporation,9.984,0.14,0.014,9.95,9.984,9.984,9.87,9.928857,9.928857,418607.0
541,CID,VictoryShares International High Div Volatility Wtd ETF,26.54,0.45,0.1181,26.405,26.63,34.409,19.7,25.986486,25.720564,3440.0
542,WKEY,WISeKey International Holding AG,5.27,-3.66,-0.2,5.26,5.4864,22.27,3.9,6.043286,6.7335,162103.0
543,ACACU,Acies Acquisition Corp.,9.975,-0.25,-0.025,9.93,9.99,10.0,9.88,9.923182,9.923182,544036.0
544,SIEB,Siebert Financial Corp.,3.61,-1.37,-0.05,3.61,3.73,12.1,3.13,3.6157143,4.7014284,19109.0
545,FTAG,First Trust Indxx Global Agriculture ETF,22.393,0.76,0.1685,22.393,22.47,24.02,13.91,21.823143,20.389786,1176.0
546,VRNT,Verint Systems Inc.,51.59,-3.68,-1.97,51.49,53.9,59.83,32.44,50.431427,46.36293,490195.0
547,LCA,"Landcadia Holdings II, Inc.",13.44,0.15,0.02,13.03,13.67,19.28,8.817,13.681429,12.689428,2397284.0
548,EML,The Eastern Company,21.61,-1.73,-0.38,21.61,22.34,31.97,15.28,21.158571,19.354929,7371.0
549,IUS,Invesco RAFI Strategic US ETF,28.13,-0.12,-0.035,28.09,28.14,28.63,18.25,27.28,26.189215,12481.0
550,CIL,VictoryShares International Volatility Wtd ETF,37.9641,-0.15,-0.0559,37.9641,38.08,40.233,26.15,36.91103,35.573627,1046.0
551,DPHC,DiamondPeak Holdings Corp.,18.21,-10.95,-2.24,18.05,20.35,31.8,9.5,23.6228,14.580615,3778679.0
552,CAPAU,HighCape Capital Acquisition Corp.,10.0,0.0,0.0,10.0,10.0,11.1,9.95,10.075657,10.0844,88344.0
553,UIHC,United Insurance Holdings Corp.,4.36,-7.23,-0.34,4.36,4.75,13.39,4.34,5.5348573,7.310357,74628.0
554,OPGN,"OpGen, Inc.",2.12,-0.47,-0.01,2.08,2.16,5.76,0.92,2.238857,2.1827142,3096409.0
555,ONCY,Oncolytics Biotech Inc.,2.18,-2.24,-0.05,2.15,2.23,6.02,0.82,1.9897143,1.9425,451201.0
556,OBLN,"Obalon Therapeutics, Inc.",0.9,0.0,0.0,0.89,0.9305,2.14,0.62,0.90625715,0.8495214,216153.0
557,INAP,Internap Corporation,0.085,-10.53,-0.01,0.085,0.1,2.65,0.0123,0.0135,0.016975,1222645.0
558,LBC,Luther Burbank Corporation,9.64,-2.23,-0.22,9.64,9.94,11.957,6.76,9.026428,9.4805,36676.0
559,RNLX,Renalytix AI plc,12.49,-2.04,-0.26,12.28,12.99,18.0,9.907,11.8625145,13.583037,35070.0
560,GTIM,Good Times Restaurants Inc.,1.25,-1.57,-0.02,1.25,1.2897,2.2,0.45,1.4728571,1.2805,49832.0
561,TLT,iShares 20+ Year Treasury Bond ETF,159.41,-1.21,-1.95,158.95,159.915,179.7,134.64,161.10715,164.03929,10412168.0
562,RIDE,,17.89,-1.16,-0.21,16.9,18.5,21.75,9.92,15.925,12.9425,5439120.0
563,EUCRU,Eucrates Biomedical Acquisition Corp.,10.0202,0.12,0.012,10.0145,10.05,10.05,9.91,9.998,9.998,193481.0
564,NAOV,"NanoVibronix, Inc.",0.57201,0.39,0.00221,0.5401,0.59,3.5,0.535,0.7031143,1.4255428,4217665.0
565,FCSC,"Fibrocell Science, Inc.",,0.0,,,,,,,,
566,FHTX,Foghorn Therapeutics Inc.,15.98,-0.12,-0.02,15.37,16.17,20.3,14.03,16.2,16.2,498054.0
567,GXTG,Global X Thematic Growth ETF,39.54,2.73,1.0493,38.38,40.11,40.11,18.27,35.54141,32.52268,7031.0
568,SSBI,Summit State Bank,13.25,1.45,0.19,13.05,13.25,13.95,6.5,11.735714,10.309571,3807.0
569,PFM,Invesco Dividend Achievers ETF,31.35,0.13,0.04,31.2878,31.45,31.77,20.86,30.630285,29.349358,44737.0
570,AIHS,Senmiao Technology Limited,1.04,4.0,0.04,1.03,1.2,2.35,0.26,0.8392,0.64117855,6231578.0
571,SRCL,"Stericycle, Inc.",73.51,-1.32,-0.98,73.18,75.695,75.77,38.45,64.92543,59.514,380607.0
572,NSEC,"The National Security Group, Inc.",11.66,7.27,0.79,11.66,12.49,16.95,10.2,11.629428,13.667357,248.0
573,DTEA,DAVIDsTEA Inc.,1.17,2.63,0.03,1.1293,1.189,1.851,0.315,1.0974286,0.9627,236265.0
574,RAVE,"RAVE Restaurant Group, Inc.",0.6799,-4.1,-0.0291,0.653,0.69,2.58,0.38,0.65742856,0.7007857,1826228.0
575,TSEM,Tower Semiconductor Ltd.,22.28,0.22,0.05,22.0,22.49,25.8,12.13,19.749428,19.998785,324432.0
576,SKYW,"SkyWest, Inc.",31.05,-0.77,-0.24,30.66,31.27,66.52,10.58,30.562286,31.003286,436153.0
577,ESBK,Elmira Savings Bank,10.65,0.47,0.05,10.51,10.65,17.4,10.3,10.719429,11.120786,2904.0
578,OBAS,Optibase Ltd.,9.94,-9.64,-1.06,9.94,11.0,12.75,9.44,11.351714,11.403429,200.0
579,PBPB,Potbelly Corporation,3.47,-9.16,-0.35,3.42,3.89,6.0,1.5,3.7982857,3.239143,202087.0
580,VTC,Vanguard Total Corporate Bond ETF ETF Shares,92.9,-0.16,-0.15,92.73,92.94,94.93,68.58,92.250885,91.70534,56670.0
581,DNKN,"Dunkin' Brands Group, Inc.",106.11,0.05,0.05,106.03,106.2,106.28,38.51,89.120285,73.27143,1719551.0
582,EDUC,Educational Development Corporation,18.32,5.65,0.98,17.1138,18.32,20.0,3.02,17.222,12.217643,55693.0
583,AMSC,American Superconductor Corporation,13.33,-8.89,-1.3,12.9,14.0,18.5,4.4,15.130285,10.521428,366900.0
584,STIM,"Neuronetics, Inc.",6.85,3.79,0.25,6.37,6.94,6.94,1.25,5.5597143,3.5969286,319873.0
585,OTEL,Otelco Inc.,11.46,-0.17,-0.02,11.46,11.5,12.5,2.93,11.465714,10.296785,5412.0
586,SENEA,Seneca Foods Corporation,39.0,-2.4,-0.96,38.25,40.33,48.05,25.04,38.799145,38.217785,41392.0
587,ZGNX,"Zogenix, Inc.",21.45,-0.74,-0.16,21.17,21.785,57.22,16.65,19.764572,25.000643,1191550.0
588,PLSE,"Pulse Biosciences, Inc.",12.15,1.17,0.14,11.95,12.47,17.77,5.11,13.133715,10.924036,92725.0
589,ADRO,"Aduro BioTech, Inc.",14.595,4.18,0.585,13.92,14.8,15.728,0.98,4.597273,2.9009914,600706.0
590,XNCR,"Xencor, Inc.",37.89,-8.03,-3.31,37.73,42.98,43.9,19.35,39.504856,34.410534,301115.0
591,CSA,VictoryShares US Small Cap Volatility Wtd ETF,45.02,-0.56,-0.2537,45.02,45.37,50.4,28.5,43.114544,40.89713,845.0
592,AMED,"Amedisys, Inc.",268.56,1.66,4.38,264.0,269.475,273.77,132.95,246.31743,217.19243,174668.0
593,EQBK,"Equity Bancshares, Inc.",17.84,-4.65,-0.87,17.76,18.92,31.91,12.49,16.712286,16.160143,46370.0
594,NRC,National Research Corporation,53.27,-3.15,-1.73,53.27,54.69,71.353,34.0,51.68686,54.482716,25873.0
595,INTL,INTL FCStone Inc.,55.63,1.16,0.64,55.26,56.1,61.6876,28.01,53.50257,51.993496,51162.0
596,AMKR,"Amkor Technology, Inc.",12.705,-2.19,-0.285,12.69,12.98,15.8,5.4,12.078,11.8242855,1165781.0
597,RVEN,"Pacific Oak Residential Trust, Inc.",5.12,,,,,,,,,
598,ADMP,Adamis Pharmaceuticals Corporation,0.7249,3.57,0.025,0.6796,0.7419,1.51,0.27,0.7994286,0.7275714,4113650.0
599,AGFS,"AgroFresh Solutions, Inc.",2.26,-3.83,-0.09,2.04,2.33,4.2,1.0,2.386857,2.5394642,77321.0
600,CLXT,"Calyxt, Inc.",3.49,-2.79,-0.1,3.36,3.82,8.41,2.4,4.652143,4.9645,144553.0
601,TLND,Talend S.A.,42.17,-0.07,-0.03,41.54,42.81,46.8,18.3,39.791428,36.286785,218837.0
602,AVCTW,American Virtual Cloud Tech Inc. Warrants,0.3056,10.72,0.0296,0.2666,0.3056,0.3056,0.2666,,,
603,INSM,Insmed Incorporated,32.57,-4.96,-1.7,32.07,34.54,39.39,12.09,34.444572,28.761642,841342.0
604,PLYA,Playa Hotels & Resorts N.V.,3.89,-3.95,-0.16,3.86,4.12,8.51,1.3,4.075143,3.6065357,684493.0
605,BCOV,Brightcove Inc.,12.97,-0.69,-0.09,12.63,13.04,14.11,5.44,11.576,9.699928,233978.0
606,CMLS,Cumulus Media Inc.,5.83,2.46,0.14,5.6381,5.89,18.15,3.0,5.213143,4.8273215,125593.0
607,PFG,"Principal Financial Group, Inc.",41.37,-3.81,-1.64,41.135,43.49,57.16,23.31,40.861713,40.9495,1269998.0
608,NBL,"Noble Energy, Inc.",8.46,0.0,0.0,8.13,8.51,348.0,2.73,39.090256,17.701666,8150594.0
609,AMRS,"Amyris, Inc.",1.89,-11.27,-0.24,1.875,2.2,6.07,1.4,2.8182857,3.4819286,2700262.0
610,SREV,"ServiceSource International, Inc.",1.32,0.0,0.0,1.32,1.35,2.1,0.53,1.4077142,1.4986428,188931.0
611,SITO,"SITO Mobile, Ltd.",0.04488,12.2,0.00488,0.0331,0.051,0.6,0.0102,0.03180657,0.1295488,64371.0
612,PSCD,Invesco S&P SmallCap Consumer Discretionary ETF,70.1149,-1.72,-1.2238,70.1149,71.55,75.58,29.16,67.37857,58.913357,3507.0
613,AMTB,Amerant Bancorp Inc.,10.33,-4.62,-0.5,10.26,11.03,23.59,9.01,10.335714,12.587929,29146.0
614,THRM,Gentherm Incorporated,48.97,-1.07,-0.53,48.67,49.97,49.98,27.24,44.967716,41.770287,134696.0
615,GSKY,"GreenSky, Inc.",4.22,-6.43,-0.29,4.05,4.565,9.84,3.05,4.765286,4.6999645,827887.0
616,OSTK,"Overstock.com, Inc.",67.33,-1.77,-1.21,64.62,68.65,128.5,2.53,73.48114,54.99457,6140565.0
617,CORE,"Core-Mark Holding Company, Inc.",31.13,-0.51,-0.16,30.65,31.64,34.42,20.94,28.929714,28.25693,247810.0
618,IJT,iShares S&P Small-Cap 600 Growth ETF,95.58,-0.84,-0.81,95.42,96.66,100.075,57.68,91.68072,86.944145,215365.0
619,USATP,"USA Technologies, Inc.",28.0,-6.67,-2.0,26.55,28.5,35.45,17.05,29.449142,28.902428,362.0
620,BRPAW,"Big Rock Partners Acquisition Corp. Warrant
",0.19,0.0,0.0,0.19,0.2,0.2,0.19,,,
621,FVE,Five Star Senior Living Inc.,4.54,-3.61,-0.17,4.54,4.7639,6.25,2.13,4.846857,4.4003572,70707.0
622,HYACU,Haymaker Acquisition Corp. II,10.27,0.0,0.0,10.27,10.32,11.61,9.9,10.369714,10.577771,5290.0
623,FFHL,"Fuwei Films (Holdings) Co., Ltd.",5.05,13.48,0.6,4.41,5.07,10.49,1.56,4.1782856,4.1115713,47451.0
624,TERP,"TerraForm Power, Inc.",19.35,0.0,0.0,19.35,21.26,21.98,11.4,19.35,18.723904,0.0
625,WVVIP,"Willamette Valley Vineyards, Inc.",5.45,0.0,0.0,5.25,5.45,6.88,4.2,5.4353714,5.2488856,1010.0
626,UFPT,"UFP Technologies, Inc.",44.0,2.04,0.88,42.78,44.33,52.59,30.8,39.938858,42.774715,22145.0
627,CSSEN,Chicken Soup for the Soul Enter,25.0,0.0,0.0,25.0,25.2205,25.5,23.25,24.888971,24.703806,2354.0
628,ACAMW,Acamar Partners Acquisition Corp.,1.15,1.77,0.02,1.1,1.23,1.23,1.1,,,
629,PNFP,"Pinnacle Financial Partners, Inc.",44.58,-1.57,-0.71,44.34,45.83,65.0,27.8,40.223145,40.271427,449032.0
630,NAVI,Navient Corporation,9.25,-1.49,-0.14,9.23,9.6594,15.5,4.07,8.870429,8.1375,2234632.0
631,ISHG,iShares 1-3 Year International Treasury Bond ETF,82.97,0.33,0.27,82.65,82.97,83.57,73.39,81.79914,80.399,1773.0
632,EBSB,"Meridian Bancorp, Inc.",11.78,-2.32,-0.28,11.7,12.2,20.86,8.88,11.414286,11.390572,136735.0
633,LFTRU,Lefteris Acquisition Corp.,9.95,0.2,0.02,9.9,9.95,9.96,9.82,9.895,9.895,562553.0
634,CETXP,"Cemtrex, Inc.",2.02,1.0,0.02,2.02,2.05,3.8,0.143,2.1878,1.8864785,4526.0
635,GRSVW,"Gores Holdings V, Inc.",1.08,-1.82,-0.02,1.08,1.2999,1.2999,1.08,,,
636,PTEN,"Patterson-UTI Energy, Inc.",2.87,-1.03,-0.03,2.81,2.97,10.95,1.61,2.7954285,3.5552144,3136026.0
637,AROW,Arrow Financial Corporation,26.56,-3.63,-1.0,26.56,27.74,38.31,20.79,26.745714,27.750286,24982.0
638,FOX,Fox Corporation,25.605,-2.9,-0.765,25.38,26.33,38.84,19.13,27.118143,26.864435,1382889.0
639,SPNS,Sapiens International Corporation N.V.,28.85,0.35,0.1,28.06,29.45,35.23,13.55,29.580858,28.732,227593.0
640,CABA,"Cabaletta Bio, Inc.",13.29,5.98,0.75,12.44,13.47,19.63,5.51,11.303714,10.23725,76737.0
641,AMSWA,"American Software, Inc.",15.67,-2.61,-0.42,15.52,16.19,21.48,9.05,14.806286,16.164715,160535.0
642,SASR,"Sandy Spring Bancorp, Inc.",25.3,-1.29,-0.33,25.16,26.07,38.45,18.0,24.612,24.148571,181645.0
643,MAR,"Marriott International, Inc.",103.89,2.95,2.98,101.5,104.64,153.39,46.56,96.16171,93.30164,2766975.0
644,IDXG,"Interpace Biosciences, Inc.",3.09,4.39,0.13,2.98,3.23,11.0,2.57,3.320857,4.536857,1020168.0
645,TWOU,"2U, Inc.",39.55,-0.38,-0.15,38.67,40.115,49.46,11.51,36.113857,36.428177,1273321.0
646,TRVN,"Trevena, Inc.",2.39,0.84,0.02,2.31,2.47,3.68,0.46,2.7974286,1.9210786,9995267.0
647,SIGA,"SIGA Technologies, Inc.",7.18,1.84,0.13,6.99,7.29,8.1,3.96,6.858,6.459214,273745.0
648,AMZN,"Amazon.com, Inc.",3311.37,-0.32,-10.63,3232.39,3322.0,3552.25,1626.03,3190.6438,2934.9077,5055585.0
649,ONTX,"Onconova Therapeutics, Inc.",0.259,-0.77,-0.002,0.25,0.26,1.56,0.1,0.28142858,0.50764287,17234842.0
650,GLACU,Greenland Acquisition Corporation,124.89,0.0,0.0,124.83,124.95,124.95,96.1782,124.89,119.12978,1281811.0
651,SCOR,"comScore, Inc.",1.94,-3.0,-0.06,1.94,2.01,5.51,1.8,2.05,2.7592857,340048.0
652,NDLS,Noodles & Company,6.64,-2.21,-0.15,6.51,6.78,9.31,3.14,7.4797144,6.6849284,271117.0
653,BCTG,BCTG Acquisition Corp.,10.16,1.09,0.11,10.04,10.16,10.88,9.83,10.143286,10.1504345,41608.0
654,SCON,Superconductor Technologies Inc.,0.9111,-7.97,-0.0789,0.8645,1.0,9.1,0.77,1.3917143,3.2159286,466715.0
655,HQY,"HealthEquity, Inc.",52.91,-0.81,-0.43,52.48,53.87,88.78,34.4,52.567142,55.74761,764179.0
656,CMTL,Comtech Telecommunications Corp.,15.18,-2.57,-0.4,15.12,15.8079,38.0,11.48,15.224857,16.4015,250357.0
657,CEMI,"Chembio Diagnostics, Inc.",4.735,6.88,0.305,4.55,4.83,15.89,2.25,4.8059998,6.4289284,2597589.0
658,FMCIW,Forum Merger II Corporation WT EXP 093025,8.96,-4.78,-0.45,8.27,9.19,9.19,8.27,,,
659,FMCIU,Forum Merger II Corporation,34.5,0.0,0.0,34.02,34.5,41.14,10.35,32.61684,21.089596,1006.0
660,FYT,First Trust Small Cap Value AlphaDEX Fund,33.0406,-1.69,-0.5694,33.0406,33.7137,38.43,18.92,32.40057,30.932358,19232.0
661,SLMBP,SLM Corporation,44.97,0.36,0.16,44.78,44.97,64.33,18.91,37.193714,35.478428,8226.0
662,ESEA,Euroseas Ltd.,2.7,-0.37,-0.01,2.645,2.77,5.1,1.23,2.814,2.5897858,166025.0
663,THCB,Tuscan Holdings Corp.,10.2,0.39,0.04,10.17,10.2,10.28,9.16,10.178429,10.143171,157498.0
664,MRNS,"Marinus Pharmaceuticals, Inc.",13.42,-0.59,-0.08,13.33,14.02,16.28,4.04,13.515572,10.08775,1368517.0
665,MNCLW,Monocle Acquisition Corporation,0.4168,-2.5,-0.0107,0.3675,0.43,0.43,0.3675,,,
666,ORGS,Orgenesis Inc.,4.49,-3.44,-0.16,4.49,4.71,8.2,2.35,4.9597144,5.7139997,43876.0
667,CMCO,Columbus McKinnon Corporation,34.27,-1.44,-0.5,34.27,35.43,42.33,19.2,35.151142,32.793144,80156.0
668,ZIXI,Zix Corporation,6.71,-6.68,-0.48,6.66,7.18,9.29,2.84,6.3305717,6.318143,705981.0
669,USXF,iShares ESG Advanced MSCI USA ETF,29.5247,0.08,0.0247,29.33,29.58,29.764,24.79,28.274515,27.49865,35198.0
670,NODK,"NI Holdings, Inc.",16.51,-0.54,-0.09,16.49,16.74,17.605,10.15,16.442858,15.481643,15098.0
671,DWAS,Invesco DWA SmallCap Momentum ETF,65.83,-0.53,-0.35,65.535,66.16,66.51,32.0,62.153427,56.016857,26343.0
672,KLXE,"KLX Energy Services Holdings, Inc.",4.28,0.0,0.0,4.2,4.34,49.55,2.55,4.3331428,7.7164288,121739.0
673,WINC,Western Asset Short Duration Income ETF,25.76,-0.23,-0.06,25.71,25.78,27.488,21.128,25.588943,25.132635,1731.0
674,GMHI,"Gores Metropoulos, Inc.",10.28,0.39,0.04,10.24,10.39,13.7,9.45,10.692286,10.766143,1479750.0
675,WSG,Wanda Sports Group Company Limited,2.21,-0.45,-0.01,2.2,2.23,4.85,1.36,2.1672857,2.21085,138482.0
676,GT,The Goodyear Tire & Rubber Company,8.76,-5.6,-0.52,8.72,9.33,17.09,4.09,9.044857,8.8136425,3586643.0
677,ZYNE,"Zynerba Pharmaceuticals, Inc.",3.73,0.54,0.02,3.72,3.97,7.45,2.55,3.5197144,4.1176786,524623.0
678,GRSVU,"Gores Holdings V, Inc.",10.0,0.0,0.0,9.97,10.0,10.5,9.97,10.147029,10.167666,100218.0
679,ZIONL,Zions Bancorporation N.A. - 6.9,27.47,-0.47,-0.13,27.3,27.7169,32.23,20.01,27.52057,26.814285,7767.0
680,PEGA,Pegasystems Inc.,126.6,2.35,2.91,122.31,127.03,135.36,38.01,124.735146,108.68814,282420.0
681,NTLA,"Intellia Therapeutics, Inc.",28.06,-1.47,-0.42,27.22,28.97,30.43,9.18,23.653429,20.595142,903025.0
682,STKL,SunOpta Inc.,7.21,-0.55,-0.04,7.11,7.36,8.17,1.33,7.513143,5.7607145,620395.0
683,HTLD,"Heartland Express, Inc.",18.45,-1.23,-0.23,18.385,18.73,22.75,15.65,19.022285,20.132,336734.0
684,SMMT,Summit Therapeutics plc,3.25,-0.91,-0.03,3.25,3.35,5.49,1.18,3.4029715,3.4729214,49328.0
685,RNSC,First Trust Small Cap US Equity Select ETF,19.825,-1.38,-0.2773,19.825,20.074,22.54,12.64,19.181114,18.326115,2232.0
686,KYMR,"Kymera Therapeutics, Inc.",43.95,0.55,0.24,42.93,44.7,45.34,25.43,34.849144,33.276726,226803.0
687,MLND,"Millendo Therapeutics, Inc.",1.56,0.0,0.0,1.54,1.6,9.88,1.26,1.6125715,1.8017857,385321.0
688,CGBD,"TCG BDC, Inc.",9.09,-2.26,-0.21,8.985,9.25,14.37,4.3,8.830428,8.643357,233081.0
689,OFLX,"Omega Flex, Inc.",147.4,-3.72,-5.7,147.4,151.8314,183.0,50.38,158.55457,123.66721,10706.0
690,AAME,Atlantic American Corporation,2.03,-0.98,-0.02,2.03,2.15,3.48,1.46,2.0848572,1.9197857,11904.0
691,BSMT,Invesco BulletShares 2029 Municipal Bond ETF,25.615,0.04,0.01,25.615,25.6498,26.21,21.78,25.441143,25.38173,1200.0
692,AAPL,Apple Inc.,118.69,-0.11,-0.135,116.13,119.2,137.98,53.1525,115.06686,100.44685,163392426.0
693,ZUMZ,Zumiez Inc.,29.94,-1.87,-0.57,29.92,30.66,35.68,13.13,29.644,26.078285,344493.0
694,NBEV,New Age Beverages Corporation,3.24,8.0,0.24,3.06,3.29,3.29,0.981,2.214,1.8832858,2015659.0
695,MNRO,"Monro, Inc.",40.89,-1.59,-0.66,39.9501,42.11,81.54,37.09,42.35486,50.811073,362482.0
696,SAFT,"Safety Insurance Group, Inc.",70.14,-1.21,-0.86,70.04,71.84,99.83,65.45,69.00229,74.45364,61379.0
697,ESTA,Establishment Labs Holdings Inc.,25.35,-0.59,-0.15,24.74,25.5,29.78,7.56,20.746572,18.561071,37543.0
698,RCMT,"RCM Technologies, Inc.",1.35,-1.46,-0.02,1.34,1.3734,3.17,1.02,1.382,1.4790714,163562.0
699,TRUP,"Trupanion, Inc.",91.75,1.18,1.07,88.91,92.0,95.53,22.475,81.30643,55.271393,636903.0
700,SAIA,"Saia, Inc.",165.31,-0.71,-1.18,164.74,167.46,167.51,61.46,140.54028,122.13993,194737.0
701,MNTX,"Manitex International, Inc.",4.38,6.57,0.27,4.075,4.5144,6.2,2.76,4.417143,4.4295716,17759.0
702,OPRX,OptimizeRx Corporation,21.47,-0.69,-0.15,20.68,22.19,22.55,6.5,20.788286,15.895143,162520.0
703,OM,"Outset Medical, Inc.",48.67,-0.65,-0.32,47.57,49.89,65.0,42.5,47.732857,48.958717,426882.0
704,QDEL,Quidel Corporation,283.45,0.59,1.65,273.02,288.56,306.72,58.87,247.65372,212.88835,1233181.0
705,MMAC,"MMA Capital Holdings, Inc.",25.95,-1.93,-0.51,25.69,26.66,32.99,20.0,24.228,24.70107,7400.0
706,NEOG,Neogen Corporation,71.05,-0.56,-0.4,70.89,72.06,82.06,48.91,72.15886,72.71085,423467.0
707,FFIC,Flushing Financial Corporation,11.98,-5.3,-0.67,11.91,12.93,22.1,8.86,11.65,11.4985,127309.0
708,PACW,PacWest Bancorp,19.16,-2.79,-0.55,19.13,20.07,39.54,13.84,18.429714,18.696072,1124742.0
709,GOODO,Gladstone Commercial Corporation,39.3,-0.15,-0.06,39.28,39.36,41.55,34.33,39.568,39.365715,66823.0
710,ANIX,"Anixa Biosciences, Inc.",2.04,0.99,0.02,2.0,2.12,4.13,1.33,2.408857,2.3942144,242260.0
711,VUZI,Vuzix Corporation,3.93,-2.72,-0.11,3.925,4.065,5.31,0.86,4.325143,3.4067142,2205150.0
712,BDSI,"BioDelivery Sciences International, Inc.",3.36,-8.7,-0.32,3.32,3.72,7.21,2.85,3.6154287,4.250643,1181889.0
713,DWSN,Dawson Geophysical Company,1.73,-3.89,-0.07,1.73,1.78,2.93,0.84,1.928,1.6519285,61282.0
714,GOODP,Gladstone Commercial Corporation,27.5766,-0.73,-0.2034,27.4296,27.5766,29.764,24.79,27.932886,27.073126,2610.0
715,IOSP,Innospec Inc.,68.75,-2.22,-1.56,67.99,70.78,107.85,56.71,66.32657,72.9015,113398.0
716,SVBI,"Severn Bancorp, Inc.",6.15,0.33,0.02,6.07,6.15,9.5,4.26,6.3025713,6.1067142,6343.0
717,OPBK,OP Bancorp,6.54,-0.91,-0.06,6.53,6.65,10.72,5.54,6.227143,6.4094286,21568.0
718,CDL,VictoryShares US Large Cap High Div Volatility Wtd ETF,42.0711,-0.89,-0.3788,41.94,42.6304,51.01,29.352,41.4272,40.40702,16503.0
719,SUSC,iShares ESG USD Corporate Bond ETF,27.95,-0.32,-0.09,27.9,27.98,28.51,22.423,27.764658,27.579922,204450.0
720,TXAC,Therapeutics Acquisition Corp,13.0,-0.23,-0.03,12.26,13.0965,21.44,11.11,12.96,14.015318,58150.0
721,QQQ,Invesco QQQ Trust,294.61,0.07,0.22,289.83,295.35,303.5,164.93,280.37515,259.30173,47878581.0
722,XENT,"Intersect ENT, Inc.",17.08,-0.93,-0.16,17.03,17.44,31.46,5.97,16.63557,15.713857,249371.0
723,GFED,"Guaranty Federal Bancshares, Inc.",14.26,-3.97,-0.59,14.26,14.26,26.93,12.7,14.299143,14.637929,910.0
724,ATOM,Atomera Incorporated,8.97,0.56,0.05,8.63,9.0,13.3,2.53,9.6945715,9.350107,582975.0
725,CRIS,"Curis, Inc.",1.12,-2.61,-0.03,1.12,1.1699,3.59,0.62,1.1634285,1.1133572,550984.0
