,symbol,name,price,changesPercentage,change,dayLow,dayHigh,yearHigh,yearLow,priceAvg50,priceAvg200,avgVolume
3039,HNDL,Strategy Shares Nasdaq 7 Handl Index ETF,25.05,0.16,0.0407,24.965,25.09,26.95,18.24,24.678343,24.371128,43831.0
3040,WINT,"Windtree Therapeutics, Inc.",6.42,-1.68,-0.11,6.05,6.66,14.97,3.3,6.335926,7.4699244,49967.0
3041,MNOV,"MediciNova, Inc.",5.94,0.17,0.01,5.77,5.97,13.25,2.79,5.4262857,5.6008573,490409.0
3042,SELB,"Selecta Biosciences, Inc.",3.03,-6.48,-0.21,3.01,3.23,4.83,1.3,2.4814286,2.7725,2643573.0
3043,DARE,"Dare Bioscience, Inc.",1.02,0.99,0.01,1.01,1.04,2.22,0.69,1.0212858,1.0718929,527801.0
3044,AVGOP,Broadcom Inc.,1272.86,0.46,5.85,1270.68,1280.19,1315.44,635.0,1247.2097,1152.926,10785.0
3045,KE,"Kimball Electronics, Inc.",13.18,-2.8,-0.38,13.03,13.63,18.49,9.78,12.208,13.020179,65281.0
3046,JVA,"Coffee Holding Co., Inc.",3.71,0.82,0.03,3.62,3.7316,5.2,1.76,3.5785716,3.1570714,34557.0
3047,SQBG,"Sequential Brands Group, Inc.",6.38,-4.92,-0.33,6.35,6.68,24.8,4.0,5.5408573,7.1325,433623.0
3048,ZIV,VelocityShares Daily Inverse VIX Medium-Term ETN,28.91,-0.07,-0.02,28.84,29.91,78.15,26.07,28.9,29.315683,0.0
3049,TVIX,VelocityShares Daily 2x VIX Short-Term ETN,112.36,-4.47,-5.26,103.89,114.4197,1000.0,38.33,57.139412,106.547485,44620.0
3050,TIPT,Tiptree Inc.,4.97,-2.55,-0.13,4.97,5.26,8.3,4.45,5.0402856,5.5905714,45820.0
3051,XP,XP Inc.,42.14,-1.89,-0.81,41.15,42.91,52.945,15.5,42.25143,40.62861,811875.0
3052,VIGI,Vanguard International Dividend Appreciation Index Fund ETF Shares,75.87,0.49,0.37,75.5418,76.0956,76.096,50.55,72.87171,69.303024,141540.0
3053,VIA,Viacom Inc.,,0.0,,,,,,,,
3054,MSVB,"Mid-Southern Bancorp, Inc.",13.15,-3.31,-0.45,13.15,13.37,14.0,9.71,13.125943,12.505385,6745.0
3055,KMPH,"KemPharm, Inc.",0.63455,1.1,0.0069,0.6045,0.63455,0.925,0.121,0.62677145,0.4474357,772984.0
3056,ENTXW,Entera Bio Ltd. WT EXP 062723,0.0904,0.11,0.0001,0.0904,0.0904,0.0904,0.0904,,,
3057,SBBP,Strongbridge Biopharma plc,2.05,-4.21,-0.09,2.05,2.14,4.63,1.43,2.106857,3.0970714,589742.0
3058,MOHO,ECMOHO Limited,1.35,-2.17,-0.03,1.33,1.45,11.51,1.29,1.4167143,2.409813,92010.0
3059,EEMA,iShares MSCI Emerging Markets Asia ETF,82.06,0.07,0.06,81.33,82.06,82.08,49.13,76.89029,71.18293,77937.0
3060,RING,iShares MSCI Global Gold Miners ETF,34.29,0.26,0.09,34.04,34.68,37.96,14.01,32.529713,31.619572,205531.0
3061,CSSEP,"Chicken Soup for the Soul Entertainment, Inc.",22.5,0.22,0.05,22.17,22.73,26.58,10.0,22.97103,23.020536,8378.0
3062,MBOT,Microbot Medical Inc.,7.26,0.55,0.04,7.1,7.3217,20.15,4.3,7.6157146,7.1967144,688406.0
3063,EEI,"Ecology & Environment, Inc.",,0.0,,,,,,,,
3064,CALT,Calliditas Therapeutics AB (publ),25.17,-1.33,-0.34,24.745,26.25,32.07,19.0,25.54143,23.411331,55417.0
3065,ATXI,"Avenue Therapeutics, Inc.",3.04,-1.94,-0.06,3.01,3.13,12.34,2.85,6.6685715,9.604821,267568.0
3066,TEAM,Atlassian Corporation Plc,198.18,-0.91,-1.81,195.02,201.28,216.295,110.01,193.41757,180.34082,1703282.0
3067,DRADP,Digirad Corporation,7.4,0.0,0.0,7.4,7.4,9.53,4.25,7.9788284,7.409843,2442.0
3068,RELV,"Reliv' International, Inc.",3.669,1.92,0.069,3.64,3.69,7.75,2.6,3.5165715,3.5205,9931.0
3069,IAC,IAC/InterActiveCorp,139.6,7.0,9.13,132.91,143.9,143.9,40.798954,123.752,111.86748,858710.0
3070,NGHCN,National General Holdings Corp.,26.08,0.38,0.1,25.92,26.0999,26.35,9.52,25.956171,25.05795,17595.0
3071,YLCO,Global X YieldCo & Renewable Energy Income ETF,15.83,1.31,0.2045,15.7,15.86,16.259,10.02,15.110457,14.378493,29645.0
3072,DWUS,AdvisorShares DWA FSM US Core ETF,32.5683,-0.01,-0.0039,32.51,32.74,33.66,18.74,31.073744,28.7892,6089.0
3073,RILYG,"B. Riley Financial, Inc. SR NT 7.25% 27",24.43,-0.45,-0.11,24.38,24.59,26.37,8.63,24.417486,23.327044,10239.0
3074,ARTW,"Art's-Way Manufacturing Co., Inc.",2.24,-0.88,-0.02,2.22,2.29,4.37,1.75,2.3785715,2.281143,87935.0
3075,FRGAP,"Franchise Group, Inc.",24.88,-0.08,-0.02,24.8124,24.88,25.08,24.45,24.8926,24.8926,18065.0
3076,APPS,"Digital Turbine, Inc.",42.3,1.05,0.44,40.31,43.5712,43.5712,3.48,34.683716,19.378,4762756.0
3077,HCCOW,Healthcare Merger Corp.,1.39,-6.08,-0.09,1.3401,1.64,1.64,1.3401,,,
3078,SYNH,"Syneos Health, Inc.",60.57,-1.09,-0.67,60.34,61.475,74.25,30.02,56.89357,58.126644,717560.0
3079,IGIB,iShares Intermediate-Term Corporate Bond ETF,61.08,-0.11,-0.07,61.01,61.09,61.64,50.11,60.86457,60.20357,1385237.0
3080,IMUX,"Immunic, Inc.",17.11,-2.28,-0.4,15.7,17.25,23.39,4.19,17.730429,14.828428,512464.0
3081,KOSS,Koss Corporation,2.07,-0.96,-0.02,2.06,2.07,2.81,0.8,2.1585715,1.7829286,34590.0
3082,QUMU,Qumu Corporation,5.21,4.41,0.22,4.96,5.2499,6.29,1.25,4.674,4.0429287,147145.0
3083,BTAQ,Burgundy Technology Acquisition Corporation,9.75,0.0,0.0,9.71,9.75,9.77,9.64,9.712046,9.712046,211195.0
3084,BOXL,Boxlight Corporation,1.42,5.19,0.07,1.31,1.47,4.65,0.33,1.5864285,1.4677072,5892528.0
3085,IMVT,"Immunovant, Inc.",49.42,0.65,0.32,48.3,50.105,50.2,8.34,40.587143,29.890358,530064.0
3086,TORC,"resTORbio, Inc.",2.28,-3.8,-0.09,2.21,2.46,17.22,0.86,15.96,2.899563,288434.0
3087,NRIM,"Northrim BanCorp, Inc.",30.01,0.13,0.04,30.01,30.42,40.63,17.32,28.261715,25.2265,28089.0
3088,LEVL,"Level One Bancorp, Inc.",16.18,-1.22,-0.2,16.12,16.44,25.78,13.445,16.098858,16.73243,8371.0
3089,SPWR,SunPower Corporation,20.33,4.85,0.94,19.5,21.29,21.29,2.6391618,15.325714,8.724543,8978029.0
3090,NOVS,Novus Capital Corporation,10.99,-0.99,-0.11,10.78,11.34,12.99,9.61,10.832,10.217413,303003.0
3091,NOVN,"Novan, Inc.",0.4749,-1.39,-0.0067,0.46,0.48,3.72,0.215,0.49782857,0.5047857,9428225.0
3092,FNLC,"The First Bancorp, Inc.",22.54,-2.17,-0.5,22.54,23.22,30.64,17.62,22.15257,21.091928,11050.0
3093,AZRX,"AzurRx BioPharma, Inc.",0.724,-0.34,-0.0025,0.7,0.74,1.938,0.371,0.75317144,0.8398143,339275.0
3094,CASA,"Casa Systems, Inc.",4.42,-1.78,-0.08,4.38,4.51,6.1,1.85,4.2815714,4.510679,272814.0
3095,ZN,"Zion Oil & Gas, Inc.",0.232,-25.55,-0.0796,0.21,0.2744,0.88,0.12,0.38722858,0.31232554,4145119.0
3096,IHRT,"iHeartMedia, Inc.",8.87,-1.33,-0.12,8.855,9.2,19.69,4.31,8.283714,8.341642,585656.0
3097,ATEX,Anterix Inc.,32.25,-2.24,-0.74,31.94,33.235,57.75,29.38,34.044285,44.302216,115175.0
3098,IRBT,iRobot Corporation,85.2,1.53,1.28,83.35,86.54,98.55,32.79,82.863716,76.61629,770278.0
3099,PPHI,"Positive Physicians Holdings, Inc.",12.9,0.0,0.0,12.9,12.9,15.0,10.0,11.1757145,10.7,284.0
3100,OMER,Omeros Corporation,10.44,-3.69,-0.4,10.38,10.84,25.46,8.5,10.695429,13.327714,1625709.0
3101,FSLR,"First Solar, Inc.",88.27,1.58,1.37,86.34,90.73,97.93,28.47,77.631996,62.333427,2894476.0
3102,SNHNI,Senior Housing Properties Trust NT 42,7.23,3.88,0.27,7.14,7.25,8.25,5.0,6.605143,7.1772995,18548.0
3103,CASI,"CASI Pharmaceuticals, Inc.",1.92,-3.52,-0.07,1.89,1.99,3.57,1.15,1.7362857,2.0002856,415323.0
3104,CRTX,"Cortexyme, Inc.",48.03,-2.38,-1.17,48.03,50.84,73.84,21.3,49.41086,46.900143,99114.0
3105,ZG,"Zillow Group, Inc.",119.58,14.86,15.47,113.06,120.25,120.25,18.65,100.002,73.58585,711598.0
3106,SPRB,"Spruce Biosciences, Inc.",18.0,2.86,0.5,17.49,19.08,22.515,15.12,18.310476,18.310476,253147.0
3107,SPT,"Sprout Social, Inc.",48.33,-2.15,-1.06,47.69,49.77,51.57,10.54,43.794285,31.84682,625540.0
3108,BWMC,"Atlas Technical Consultants, Inc.",31.19,6.71,1.96,28.53,32.2999,37.745,25.43,30.46,30.46,538450.0
3109,DCAR,"DropCar, Inc.",0.778,-15.43,-0.142,0.751,1.15,6.75,0.36,3.89,1.5578543,3185553.0
3110,GRIL,"Muscle Maker, Inc.",1.82,-2.15,-0.04,1.79,1.85,5.09,1.31,1.6357143,2.1069643,2175796.0
3111,CSWCL,Capital Southwest Corporation 5.95% NT 22,25.38,-0.04,-0.01,25.3363,25.38,26.43,17.0,25.230972,24.632229,5298.0
3112,CYCC,"Cyclacel Pharmaceuticals, Inc.",3.27,-0.3,-0.01,3.21,3.31,19.6,3.12,3.6565714,4.2091427,165179.0
3113,VBTX,"Veritex Holdings, Inc.",19.95,-1.19,-0.24,19.93,20.62,29.41,10.02,19.058714,17.659643,274795.0
3114,REFR,Research Frontiers Incorporated,2.86,0.7,0.02,2.66,2.92,5.7,1.66,2.7371428,3.3157856,215960.0
3115,VRME,"VerifyMe, Inc.",2.88,-0.35,-0.01,2.76,3.23,7.525,2.05,3.2243485,4.101176,203115.0
3116,TCOM,Trip.com Group Limited,32.12,-0.46,-0.15,31.42,32.24,38.95,20.1,30.412,27.898714,3979960.0
3117,GPOR,Gulfport Energy Corporation,0.2499,-9.91,-0.0275,0.2491,0.27,3.53,0.21,0.404,1.0648571,12793998.0
3118,BDSX,"Biodesix, Inc.",12.43,-0.24,-0.03,12.3,12.695,15.0,11.73,12.96375,12.96375,662425.0
3119,HSACU,Health Sciences Acquisitions Corporation,62.93,-2.04,-1.31,62.035,64.66,117.06,50.49,59.162285,66.61922,126314.0
3120,CAN,Canaan Inc.,2.42,1.68,0.04,2.29,2.47,13.0,1.76,1.9854286,2.5439072,2150029.0
3121,RAIL,"FreightCar America, Inc.",1.65,0.61,0.01,1.59,1.67,2.87,0.73,2.1165714,1.6716429,239875.0
3122,VGIT,Vanguard Intermediate-Term Treasury Index Fund ETF Shares,70.01,-0.19,-0.13,69.96,70.03,70.86,65.69,70.23572,70.41914,769910.0
3123,GERN,Geron Corporation,1.77,-3.28,-0.06,1.75,1.84,2.4,0.75,1.8537142,1.7697858,2897415.0
3124,IMOS,ChipMOS TECHNOLOGIES INC.,19.6,-1.06,-0.21,19.6,19.8722,24.83,15.0,19.672857,20.693714,10171.0
3125,OSIS,"OSI Systems, Inc.",80.59,-1.48,-1.21,80.175,82.475,102.81,49.96,79.45943,75.46072,123446.0
3126,NLTX,"Neoleukin Therapeutics, Inc.",11.19,-0.27,-0.03,10.9,11.55,18.13,2.789,11.769714,12.495857,204726.0
3127,FGBI,"First Guaranty Bancshares, Inc.",15.15,-2.01,-0.31,15.14,15.68,22.38,11.29,13.542,12.9055,6010.0
3128,CSCW,"Color Star Technology Co., Ltd.",0.489768,-1.89,-0.009432,0.478,0.5,0.79,0.36,0.5282143,0.5253658,2027289.0
3129,PPIH,"Perma-Pipe International Holdings, Inc.",5.51,0.0,0.0,5.5,5.52,9.68,4.51,5.641714,5.7188573,7103.0
3130,TXMD,"TherapeuticsMD, Inc.",1.22,-6.15,-0.08,1.21,1.3,2.96,0.85,1.4945714,1.4492857,2563440.0
3131,BEAM,Beam Therapeutics Inc.,36.13,-1.26,-0.46,34.7,36.5,38.89,13.0,30.6,25.54775,666679.0
3132,FBRX,"Forte Biosciences, Inc.",34.61,0.9,0.31,30.9002,35.74,53.99,6.33,40.224,25.868393,85509.0
3133,MOXC,"Moxian, Inc.",1.2,-4.76,-0.06,1.19,1.24,3.44,0.5,1.2465428,1.2064929,1382060.0
3134,CD,Chindata Group Holdings Limited,15.88,7.73,1.14,14.75,15.94,16.76,13.12,14.301429,14.301429,2175078.0
3135,IMAC,"IMAC Holdings, Inc.",0.83,-1.18,-0.0099,0.8,0.8399,4.95,0.42,0.80934286,1.2082642,194478.0
3136,ONTXW,"Onconova Therapeutics, Inc. Warrants",0.062,47.62,0.02,0.045,0.069,0.069,0.045,,,
3137,ATHE,Alterity Therapeutics Limited,1.19,-2.46,-0.03,1.19,1.25,5.15,0.28,1.8091428,1.4855,140048.0
3138,EGAN,eGain Corporation,18.33,0.99,0.18,17.79,18.66,20.88,4.8,16.404285,11.997857,292610.0
3139,NGACU,NextGen Acquisition Corp.,9.94,0.0,0.0,9.94,9.94,9.95,9.85,9.899131,9.899131,525052.0
3140,RDUS,"Radius Health, Inc.",13.59,-4.77,-0.68,13.49,14.68,25.43,10.151,12.828428,13.075964,506229.0
3141,SFT,,8.69,0.23,0.02,8.45,8.8,12.75,8.45,9.708823,9.867333,587076.0
3142,ADILW,"Adial Pharmaceuticals, Inc. WT EXP 073123",0.2809,0.0,0.0,0.2809,0.3152,0.3152,0.2809,,,
3143,FSBC,"FSB Bancorp, Inc.",13.35,0.0,0.0,13.2,13.85,17.429,11.34,13.36,13.606458,0.0
3144,SLAB,Silicon Laboratories Inc.,114.11,2.75,3.05,110.39,114.705,122.9,65.09,101.66543,99.33929,246740.0
3145,HALO,"Halozyme Therapeutics, Inc.",37.69,14.49,4.77,35.225,37.86,37.86,12.71,28.678286,26.765715,1354987.0
3146,FTXH,First Trust Nasdaq Pharmaceuticals ETF,24.8,0.16,0.04,24.49,24.89,25.37,16.28,24.054342,23.534958,7910.0
3147,WING,Wingstop Inc.,132.28,0.3,0.39,128.31,134.3,170.0,44.27,130.68057,134.82928,644806.0
3148,TUES,Tuesday Morning Corporation,0.2818,0.0,0.0,0.2818,0.2818,1.92,0.11,1.0022736,0.47378466,1103379.0
3149,IVA,Inventiva S.A.,13.27,-0.23,-0.03,12.97,13.38,15.95,9.01,12.735714,11.992929,25964.0
3150,MFIN,Medallion Financial Corp.,3.13,4.68,0.14,3.03,3.19,7.4,1.29,2.5837142,2.7015,63148.0
3151,LYL,Dragon Victory International Limited,2.73,0.0,0.0,2.7,2.85,4.92,0.85,1.8634286,1.3227215,1489582.0
3152,CIZN,Citizens Holding Company,21.29,-2.02,-0.44,21.29,21.88,27.94,16.02,21.278,22.132214,4825.0
3153,NTGN,"Neon Therapeutics, Inc.",3.07,0.0,0.0,2.915,3.09,3.35,0.88,3.07,2.6469564,0.0
3154,SES,"Synthesis Energy Systems, Inc.",2.77,0.0,0.0,1.66,3.2,12.42,0.26,0.36276388,0.94777256,9746.0
3155,ORIT,Oritani Financial Corp.,,0.0,,,,,,,,
3156,MEDS,"Trxade Group, Inc.",4.62,5.48,0.24,4.275,4.67,11.6,1.02,5.523857,5.9703856,88525.0
3157,GLG,"Bat Group, Inc.",2.4,-0.41,-0.01,2.345,2.43,4.02,0.59,2.66,2.4050715,224998.0
3158,CLOU,Global X Cloud Computing ETF Global X Cloud Computing ETF,25.54,-0.2,-0.05,25.13,25.635,26.599,12.36,24.684572,21.973536,1420898.0
3159,TGTX,"TG Therapeutics, Inc.",28.21,-2.92,-0.85,27.63,29.43,31.97,6.34,27.530571,22.164785,1739690.0
3160,CNSL,"Consolidated Communications Holdings, Inc.",4.83,0.42,0.02,4.72,4.98,8.81,3.42,5.3754287,6.2997856,445565.0
3161,ENOB,Enochian Biosciences Inc.,3.05,-0.33,-0.01,3.0399,3.11,13.43,1.95,3.3957143,3.7906427,77821.0
3162,UBCP,"United Bancorp, Inc.",12.05,0.17,0.02,11.85,12.2,15.56,7.64,12.345428,11.386071,4071.0
3163,UBIO,ProShares UltraPro Nasdaq Biotechnology,17.7652,0.0,0.0,17.43,19.24,35.36,13.13,17.7652,17.7652,0.0
3164,OHAI,OHA Investment Corporation,,0.0,,,,,,,,
3165,SCHN,"Schnitzer Steel Industries, Inc.",20.26,0.1,0.02,20.11,20.75,22.97,10.09,20.454,18.248714,225596.0
3166,HCKT,"The Hackett Group, Inc.",14.5,0.42,0.06,14.34,14.6404,18.9,9.5,12.632571,13.255215,148548.0
3167,LECO,"Lincoln Electric Holdings, Inc.",105.07,-0.67,-0.71,104.91,106.52,108.3,59.3,97.75971,89.755424,287212.0
3168,PSCC,Invesco S&P SmallCap Consumer Staples ETF,79.1684,0.02,0.0143,78.9,79.1684,80.82,55.25,76.78029,74.56579,4784.0
3169,FTSL,First Trust Senior Loan Fund,46.26,0.15,0.07,46.16,46.27,48.21,34.85,46.214573,45.736713,152039.0
3170,FCAL,First Trust California Municipal High Income ETF,53.085,-0.12,-0.065,52.96,53.14,55.45,45.32,52.832,52.224716,5959.0
3171,DISH,DISH Network Corporation,27.71,1.17,0.32,27.45,29.35,42.62,17.09,27.615715,30.722643,2491768.0
3172,PIH,"1347 Property Insurance Holdings, Inc.",2.95,0.34,0.01,2.95,3.05,5.92,2.936,3.4286857,4.2425,3807.0
3173,LESL,"Leslie's, Inc.",24.86,1.22,0.3,24.19,25.785,25.84,20.05,23.004286,23.004286,4566514.0
3174,SGRP,"SPAR Group, Inc.",0.7844,3.1,0.0236,0.76,0.79,1.38,0.55,0.776,0.8059286,196121.0
3175,HGSH,China HGS Real Estate Inc.,1.38,5.34,0.07,1.25,1.48,4.4,0.48,1.1971428,1.2894286,245110.0
3176,FLN,First Trust Latin America AlphaDEX Fund,16.4947,1.51,0.2447,16.2899,16.4999,23.82,9.65,15.333428,15.038215,4375.0
3177,BL,"BlackLine, Inc.",111.35,-2.05,-2.33,109.19,113.025,114.3,38.32,95.60686,81.8605,575451.0
3178,NVEE,"NV5 Global, Inc.",61.31,-0.78,-0.48,60.92,62.03,70.49,27.0,57.08743,51.871643,67817.0
3179,ARCE,Arco Platform Limited,37.81,-0.6,-0.23,36.54,38.48,59.49,29.09,37.702858,44.24543,361195.0
3180,ARCB,ArcBest Corporation,33.31,-9.06,-3.32,32.95,35.97,36.79,13.54,32.62,28.453644,185076.0
3181,SAMG,Silvercrest Asset Management Group Inc.,11.0,-8.26,-0.99,10.82,12.14,13.75,6.21,11.393714,11.4805,24039.0
3182,MSBF,MSB Financial Corp.,10.38,6.35,0.62,10.19,10.89,18.505,9.62,10.38,11.74023,0.0
3183,ARCC,Ares Capital Corporation,14.65,0.0,0.0,14.59,14.705,19.33,7.9,14.054857,14.164214,2071879.0
3184,ZAGG,ZAGG Inc,3.21,0.31,0.01,3.11,3.28,9.01,2.06,3.0091429,3.1137857,766428.0
3185,CUTR,"Cutera, Inc.",19.7,-1.5,-0.3,19.5,20.29,39.15,9.07,19.463428,15.522928,176510.0
3186,VTRU,Vitru Limited,14.19,-0.35,-0.05,13.17,14.2106,17.0,11.32,13.336714,13.410694,147413.0
3187,BCNA,Reality Shares Nasdaq NexGen Economy China ETF,20.83,0.05,0.01,20.83,20.85,20.85,20.83,20.83,20.83,0.0
3188,TANNZ,TravelCenters of America LLC 8% SR NT 2030,25.26,0.24,0.06,25.2102,25.4,25.99,8.99,25.255714,23.90105,7296.0
3189,PBCT,"People's United Financial, Inc.",10.49,-4.72,-0.52,10.44,11.1,17.13,9.37,10.611428,11.183572,4175720.0
3190,PLC,Principal U.S. Large-Cap Multi-Factor Core Index ETF,28.708,-0.56,-0.162,28.65,28.91,28.91,18.949,27.570942,26.3009,554.0
3191,PME,Pingtan Marine Enterprise Ltd.,2.15,-0.92,-0.02,2.13,2.25,2.5,0.57,1.9437143,1.2857143,147612.0
3192,PRQR,ProQR Therapeutics N.V.,4.2,-3.45,-0.15,4.17,4.36,10.98,3.6,4.509143,5.1662145,168206.0
3193,TITN,Titan Machinery Inc.,15.47,-0.77,-0.12,15.3,15.74,18.13,6.96,14.687143,11.911214,162943.0
3194,DOOO,BRP Inc.,57.19,-1.77,-1.03,57.11,58.61,59.19,12.97,55.377144,44.4845,83435.0
3195,PCTI,"PCTEL, Inc.",5.07,-1.27,-0.065,4.86,5.16,9.65,3.95,5.539143,6.218571,94740.0
3196,KVHI,"KVH Industries, Inc.",9.03,4.15,0.36,8.53,9.08,11.64,6.36,9.091429,8.7017145,71832.0
3197,VERBW,"Verb Technology Company, Inc.",0.3501,-3.61,-0.0131,0.35,0.359,0.359,0.35,,,
3198,SUNS,Solar Senior Capital Ltd.,13.19,1.85,0.24,13.1,13.46,18.29,6.3,13.112857,12.954071,54726.0
3199,ESXB,Community Bankers Trust Corporation,5.69,-0.52,-0.03,5.64,5.78,9.75,4.0,5.2534285,5.2260714,47643.0
3200,OPTN,"OptiNose, Inc.",3.63,-8.1,-0.32,3.63,3.95,11.66,3.14,3.7998571,4.727679,421078.0
3201,LIQT,"LiqTech International, Inc.",7.12,-5.07,-0.38,6.92,7.42,9.1,2.95,7.9505715,6.577857,43828.0
3202,STAF,"Staffing 360 Solutions, Inc.",1.115,-2.19,-0.025,1.07,1.14,3.34,0.28,0.9128571,0.7807143,3327712.0
3203,PULM,"Pulmatrix, Inc.",1.15,0.0,0.0,1.11,1.155,2.055,0.72,1.1438571,1.3743215,485276.0
3204,CYOU,Changyou.com Limited,10.74,0.09,0.01,10.73,10.8,10.99,8.82,10.74,10.645,406532.0
3205,PFPT,"Proofpoint, Inc.",98.15,-1.1,-1.09,97.5,98.99,133.0,83.81,105.02772,111.44557,561098.0
3206,SNFCA,Security National Financial Corporation,6.74,-0.44,-0.03,6.65,6.79,7.54,3.76,6.730857,6.3884287,44704.0
3207,OPGNW,"OpGen, Inc. Warrant
Data is currently not available
",20.25,0.0,0.0,17.65,26.0,26.0,17.65,,,
3208,ALYA,Alithya Group Inc.,2.56,-10.18,-0.29,2.56,2.73,3.17,0.96,2.5177143,1.9537143,14645.0
3209,MINI,"Mobile Mini, Inc.",29.5,0.0,29.5,29.22,32.16,45.75,18.41,29.5,31.515,0.0
3210,CFFN,"Capitol Federal Financial, Inc.",11.14,-1.59,-0.18,11.11,11.425,14.44,8.75,10.714571,10.619214,1279918.0
3211,CGO,Calamos Global Total Return Fund,12.72,0.87,0.11,12.55,12.81,13.73,6.22,12.199429,11.761071,33293.0
3212,NWFL,Norwood Financial Corp.,24.32,-3.57,-0.9,24.2564,25.47,39.69,21.2,24.602285,24.8665,8468.0
3213,CCNE,CNB Financial Corporation,17.87,-4.79,-0.9,17.66,18.87,33.78,13.25,16.752571,16.828,51825.0
3214,LIVK,LIV Capital Acquisition Corp.,9.83,0.0,0.0,9.83,9.83,10.43,9.2,9.893171,9.845629,14292.0
3215,YVR,Liquid Media Group Ltd.,1.92,16.36,0.27,1.65,1.93,3.69,1.27,1.4922857,1.6737857,456285.0
3216,VRML,"Vermillion, Inc.",4.0,-7.62,-0.33,3.65,4.24,5.78,0.531,3.0184722,3.0882874,723862.0
3217,ROCH,Roth CH Acquisition I Co.,10.09,0.1,0.01,10.02,10.1,10.2,9.76,9.954257,9.932061,28135.0
3218,FRME,First Merchants Corporation,26.31,-1.24,-0.33,26.2,27.01,42.48,21.18,25.077429,25.791643,199807.0
3219,BYFC,Broadway Financial Corporation,1.65,1.85,0.03,1.65,1.7,7.23,1.04,1.718,1.7258571,1099928.0
3220,EWZS,iShares MSCI Brazil Small-Cap ETF,14.4,4.2,0.58,13.73,14.41,22.44,7.89,13.150286,12.8171425,58679.0
3221,HHR,HeadHunter Group PLC,23.85,-0.75,-0.18,23.42,24.15,27.62,12.25,23.45543,21.026857,143529.0
3222,SKYS,"Sky Solar Holdings, Ltd.",7.17,0.0,0.0,6.83,9.49,12.49,1.01,7.654667,4.542,715247.0
3223,SPCB,SuperCom Ltd.,0.835,3.71,0.0299,0.795,0.87,3.09,0.25,0.8214286,1.2112857,547579.0
3224,GLIBP,"GCI Liberty, Inc.",28.34,-0.49,-0.14,28.34,28.36,29.725,18.1,28.337687,27.060863,6125.0
3225,CBTX,"CBTX, Inc.",19.0,-0.05,-0.01,18.5,19.3,31.73,12.5,17.977142,17.890821,47350.0
3226,INSUW,Insurance Acquisition Corp.,2.84,0.71,0.02,2.6,2.95,2.95,2.6,,,
3227,FHL,Futu Holdings Limited,,0.0,,,,,,,,
3228,FTXR,First Trust Nasdaq Transportation ETF,24.58,-0.49,-0.12,24.4,24.67,25.36,12.2,24.092657,21.156685,551865.0
3229,JNCE,"Jounce Therapeutics, Inc.",6.76,-11.86,-0.91,6.72,7.62,11.72,2.85,8.814571,6.522893,1271195.0
3230,SRPT,"Sarepta Therapeutics, Inc.",125.66,-13.43,-19.49,123.5,142.88,175.0,78.06,141.08429,147.15228,715375.0
3231,ZVZZT,ZVZZT,9.99,-0.3,-0.03,9.99,10.02,10.02,9.99,,,
3232,OPRT,Oportun Financial Corporation,14.77,-3.34,-0.51,14.73,15.39,25.84,5.26,13.706572,12.386071,74695.0
3233,WTFCP,Wintrust Financial Corporation,26.82,-0.63,-0.17,26.8,27.03,27.3,25.34,26.631714,26.309385,44765.0
3234,ACAD,ACADIA Pharmaceuticals Inc.,50.19,3.36,1.63,48.0876,50.5,58.72,30.02,43.282,45.4295,1179401.0
3235,THTX,Theratechnologies Inc.,2.07,-3.72,-0.08,2.03,2.16,4.07,1.33,2.166857,2.267857,109910.0
3236,VRTSP,"Virtus Investment Partners, Inc.",100.25,2.78,2.71,98.0,103.47,103.55,88.6994,100.27,100.27,21860.0
3237,ZIONP,"Zions Bancorporation, National Association",24.44,-0.04,-0.01,24.44,25.0,25.96,15.34,24.635046,22.330244,2799.0
3238,GFNSL,General Finance Corporation SR NT,25.25,0.0,0.0,25.2124,25.27,25.27,25.2124,,,
3239,PTGX,"Protagonist Therapeutics, Inc.",21.28,-7.68,-1.77,21.24,23.2,23.43,4.47,20.452858,17.505964,354218.0
3240,ACOR,"Acorda Therapeutics, Inc.",0.8057,-4.62,-0.039,0.7802,0.84,2.78,0.42,0.7317143,0.735,5936773.0
3241,WNEB,"Western New England Bancorp, Inc.",5.91,1.9,0.11,5.76,5.93,10.0,4.45,6.172,5.627,46062.0
3242,CVGW,"Calavo Growers, Inc.",68.99,-0.49,-0.34,68.52,69.79,94.92,48.31,68.068855,62.686573,102056.0
3243,CREG,China Recycling Energy Corporation,3.21,-7.23,-0.25,3.18,3.37,7.4,1.6,3.3822858,2.777357,984529.0
3244,EEFT,"Euronet Worldwide, Inc.",98.52,0.06,0.06,95.665,99.5,167.64,61.27,91.92286,95.83543,416659.0
3245,CTIC,CTI BioPharma Corp.,3.26,-1.21,-0.04,3.26,3.34,3.68,0.62,2.7237144,1.5787857,3363162.0
3246,SAVA,"Cassava Sciences, Inc.",10.7,1.81,0.19,10.0901,11.48,12.68,1.21,10.358286,5.5675716,7985048.0
3247,CVLY,"Codorus Valley Bancorp, Inc.",13.31,-0.52,-0.07,13.27,13.59,23.6,10.62,13.380857,13.069928,11278.0
3248,ANDA,Andina Acquisition Corp. III,10.04,-0.5,-0.05,10.04,10.1,10.6,9.8,10.183657,10.218572,32314.0
